,ConstituentID,DisplayName,Region,Gender,BeginDate,Wiki QID,Income ($)
3395,3791,Fred Martin,Brasilia; Brazil; South America; Americas,Male,1927,Q37571,20900
3396,3792,Ira Martin,Santiago; Chile; South America; Americas,Male,1886,Q504171,9300
3397,3793,Kenneth Martin,Manama; Bahrain; Western Asia; Asia,Male,1905,Q640339,12400
3398,3794,Mary Martin,Wellington; New Zealand; Australia and New Zealand; Oceania,Female,1907,Q6780260,9000
3399,3795,Paul Martin,Rome; Italy; Southern Europe; Europe,Male,1864,Q18936223,5400
3400,3796,Philip John Martin,Quito; Ecuador; South America; Americas,Male,1927,Q167073,9300
3401,3797,Ezio Martinelli,Bamako; Mali; Western Africa; Africa,Male,1913,Q5423300,9000
3402,3798,Eugene Martinez,Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,Male,1925,Q870701,42800
3403,3799,Luis Martínez Pedro,Nairobi; Kenya; Eastern Africa; Africa,Male,1910,Q50713,11600
3404,3800,Maria Martinez,Manila; Philippines; South-Eastern Asia; Asia,Female,1887,Q2660929,12400
3405,3801,Martinez Pintao (Manuel Martinez Pintao),Kathmandu; Nepal; Southern Asia; Asia,Male,1875,Q6796587,9300
3406,3802,Ricardo Martinez,Plymouth; Montserrat; Caribbean; Americas,Male,1923,Q313055,9300
3407,3803,Raúl Martínez,Muscat; Oman; Western Asia; Asia,Male,1927,Q276692,11600
3408,3805,Aldemir Martins,Zagreb; Croatia (Hrvatska); Southern Europe; Europe,Male,1922,Q1784940,24100
3409,3806,Mort N. Marton,Antananarivo; Madagascar; Eastern Africa; Africa,Male,1918,Q77558,9000
3410,3807,Michael Martone,Addis Ababa; Ethiopia; Eastern Africa; Africa,Male,1941,Q518406,6500
3411,3808,Antonio Martorell,Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,Male,1939,Q259913,9000
3412,3809,L. Marval,Kingston; Norfolk Island; Australia and New Zealand; Oceania,male,1941,Q93284,20900
3413,3810,Charles Marville,Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,Male,1813,Q329387,9000
3414,3812,Robert E. Marx,Sofia; Bulgaria; Eastern Europe; Europe,Male,1798,Q17386207,20900
3415,3813,Maryan S. Maryan,Yaounde; Cameroon; Middle Africa; Africa,Male,1927,Q935676,5400
3416,3814,Frans Masereel,Kigali; Rwanda; Eastern Africa; Africa,Male,1889,Q559297,20900
3417,3815,Dennis Masi,Pristina; Kosovo; Eastern Europe; Europe,Male,1942,Q1004027,9000
3418,3816,Alice Trumbull Mason,Damascus; Syria; Western Asia; Asia,Female,1904,Q13560740,9000
3419,3817,Raymond Mason,Banjul; Gambia The; Western Africa; Africa,Male,1922,Q2419717,9300
3420,3818,Kristen Corinne Masri,Algiers; Algeria; Northern Africa; Africa,Female,1880,Q44032,9300
3421,3819,John Massey,Prague; Czech Republic; Eastern Europe; Europe,Male,1931,Q123948,9300
3422,3820,George Massiot Brown,San Juan; Puerto Rico; Caribbean; Americas,Male,1813,Q447568,5400
3423,3821,André Masson,Port-aux-Francais; French Southern Territories; Southern Africa; Africa,Male,1896,Q312529,11600
3424,3822,Luigi Massoni,Georgetown; Guyana; South America; Americas,Male,1929,Q87355,6500
3425,3824,Umberto Mastroianni,Bangui; Central African Republic; Middle Africa; Africa,Male,1910,Q269828,17200
3426,3825,Gregory Masurovsky,Hamilton; Bermuda; Northern America; Americas,Male,1929,Q1545366,24100
3427,3826,Ewald Mataré,Libreville; Gabon; Middle Africa; Africa,Male,1887,Q700094,5400
3428,3827,Margrethe Mather,Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,Female,1885,Q3503137,11600
3429,3829,Georges Mathieu,El-Aaiun; Western Sahara; Northern Africa; Africa,Male,1921,Q834939,6500
3430,3830,Bruno Mathsson,Santo Domingo; Dominican Republic; Caribbean; Americas,Male,1907,Q321453,9300
3431,3831,Marcel Mathys,Saint-Denis; Reunion; Eastern Africa; Africa,Male,1933,Q724692,9300
3432,3832,Henri Matisse,Tegucigalpa; Honduras; Central America; Americas,Male,1869,Q5589,12400
3433,3833,Vera Matiukh,Hagatna; Guam; Micronesia; Oceania,Female,1912,Q548157,11600
3434,3834,Mikhail Matiushin,Djibouti; Djibouti; Eastern Africa; Africa,Male,1861,Q787155,11600
3435,3835,Fujio Matsugi,Alofi; Niue; Polynesia; Oceania,Male,1813,Q19843436,12400
3436,3836,Keizo Matsui,Bissau; Guinea-Bissau; Western Africa; Africa,Male,1973,Q214317,25800
3437,3837,Akira Matsumoto,Manama; Bahrain; Western Asia; Asia,Male,1936,Q1455806,6500
3438,3838,Toshio Matsumoto,Palikir; Micronesia; Micronesia; Oceania,Male,1932,Q7827769,17200
3439,3839,Matsumura Sadaiku,Brussels; Belgium; Western Europe; Europe,Male,1936,Q4892330,9000
3440,3840,Shin Matsunaga,Bissau; Guinea-Bissau; Western Africa; Africa,Male,1940,Q11531597,12400
3441,3841,Matsushita Electric Corp.,Mbabane; Swaziland; Southern Africa; Africa,Non-Binary,1918,Q537838,9300
3442,3842,Roberto Matta,Gustavia; Saint-Barthelemy; Caribbean; Americas,Male,1911,Q450236,17200
3443,3843,Herbert Matter,Noumea; New Caledonia; Melanesia; Oceania,Male,1907,Q116863,9300
3444,3844,Leni Matthaei,Kampala; Uganda; Eastern Africa; Africa,Female,1873,Q266842,9300
3445,3845,Holger Matthies,Gustavia; Saint-Barthelemy; Caribbean; Americas,Male,1940,Q451141,34700
3446,3846,Claudio Mattioli,Tunis; Tunisia; Northern Africa; Africa,Male,1826,Q6149475,9000
3447,3847,Charles Mattox,Kingston; Norfolk Island; Australia and New Zealand; Oceania,Male,2015,Q164683,9300
3448,3848,Jan Matulka,Ouagadougou; Burkina Faso; Western Africa; Africa,Male,1890,Q6149475,5400
3449,3849,Maxine Emile Louis Maufra,Riga; Latvia; Northern Europe; Europe,Male,1861,Q1856520,17200
3450,3850,Maull and Polyblank,Port Louis; Mauritius; Eastern Africa; Africa,female,2002,Q835099,9300
3451,3851,E. Maunoury,Mogadishu; Somalia; Eastern Africa; Africa,female,1844,Q3082379,38600
3452,3852,Jacques Mauny,Bamako; Mali; Western Africa; Africa,Male,1893,Q1422150,9300
3453,3853,Alfred H. Maurer,Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,Male,1868,Q1387251,34400
3454,3854,Ingo Maurer,Kingston; Norfolk Island; Australia and New Zealand; Oceania,Male,1932,Q374391,42800
3455,3855,Neil Maurer,"Kralendijk; Bonaire, Sint Eustatius and Saba; Caribbean; Americas",Male,1941,Q189729,24100
3456,3856,Charles Maurin,Saint Helier; Jersey; Northern Europe; Europe,Male,1856,Q371549,3100
3457,3857,Achille Mauzan,Cayenne; French Guiana; South America; Americas,male,1953,Q315348,9000
3458,3858,Almir Mavignier,Gibraltar; Gibraltar; Southern Europe; Europe,Male,1925,Q1438306,9300
3459,3859,Peter Max,Kigali; Rwanda; Eastern Africa; Africa,Male,1937,Q215805,9000
3460,3860,Paul Mayen,Helsinki; Finland; Northern Europe; Europe,Male,1918,Q77365,12400
3461,3861,Elaine Mayes,Brasilia; Brazil; South America; Americas,Female,1938,Q5353252,12400
3462,3862,Roger Mayne,Stanley; Falkland Islands; South America; Americas,Male,1929,Q41148,9000
3463,3863,Fernando Maza,Riga; Latvia; Northern Europe; Europe,Male,1791,Q7795122,9000
3464,3864,Michael Mazur,Saint Helier; Jersey; Northern Europe; Europe,Male,1935,Q2057205,6500
3465,3865,Luis Mazzey,Santiago; Chile; South America; Americas,Male,1895,Q528501,3100
3466,3866,Azaria Mbatha,Tokyo; Japan; Eastern Asia; Asia,Male,1941,Q18511654,12400
3467,3867,Dr. John McArthur,West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,Male,1901,Q243830,24100
3468,3869,Jay McCafferty,Sao Tome; Sao Tome and Principe; Middle Africa; Africa,Male,1948,Q5235360,24100
3469,3870,Henry McCarter,Marigot; Saint-Martin (French part); Caribbean; Americas,Male,1864,Q1392710,9300
3470,3871,Byron McClintock,Nuuk; Greenland; Northern America; Americas,Male,1930,Q1328382,9000
3471,3872,Allan McCollum,Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,Male,1944,Q2837749,12400
3472,3873,Leonard McCombe,Jamestown; Saint Helena; Western Africa; Africa,Male,1923,Q6437991,6500
3473,3874,B. B. Mccormick,Sucre; Bolivia; South America; Americas,Male,1866,Q514459,9000
3474,3875,Ann McCoy,Lusaka; Zambia; Eastern Africa; Africa,Female,1946,Q17385654,5400
3475,3876,John McCracken,Port of Spain; Trinidad And Tobago; Caribbean; Americas,Male,1934,Q947075,9300
3476,3877,Charles H. McCrea,Bishkek; Kyrgyzstan; Central Asia; Asia,Male,1952,Q3402687,45500
3477,3880,Jean McEwen,Tallinn; Estonia; Northern Europe; Europe,Male,1923,Q3173479,9000
3478,3881,Rory McEwen,Harare; Zimbabwe; Eastern Africa; Africa,Male,1932,Q4068614,12400
3479,3882,Elizabeth McFadden,Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,Female,1912,Q2308027,6500
3480,3883,Lawrence McFarland,Athens; Greece; Southern Europe; Europe,Male,1942,Q220074,5400
3481,3884,James McGarrell,Tbilisi; Georgia; Western Asia; Asia,Male,1930,Q1668538,9300
3482,3885,Kenneth McGowan,Vilnius; Lithuania; Northern Europe; Europe,Male,1940,Q19504,34700
3483,3886,Byron McKeeby,Skopje; Macedonia; Southern Europe; Europe,Male,1936,Q879603,6500
3484,3887,Rhondal McKinney,Madrid; Spain; Southern Europe; Europe,Male,1948,Q3375632,9000
3485,3888,John McLaughlin,Tallinn; Estonia; Northern Europe; Europe,Male,1898,Q1372986,17200
3486,3889,Bruce McLean,Ouagadougou; Burkina Faso; Western Africa; Africa,Male,1944,Q4977994,38600
3487,3890,Richard McLean,Tashkent; Uzbekistan; Central Asia; Asia,Male,1934,Q1524417,11600
3488,3891,Elizabeth McLennan,Bujumbura; Burundi; Eastern Africa; Africa,Female,2007,Q559297,9300
3489,3892,Michael McLoughlin,Islamabad; Pakistan; Southern Asia; Asia,Male,1936,Q5242608,3100
3490,3893,J. W. McManigal,Baghdad; Iraq; Western Asia; Asia,female,1797,Q16095250,38600
3491,3894,George McNeil,Macao; Macau S.A.R.; Eastern Asia; Asia,Male,1908,Q234370,20900
3492,3895,William C. McNulty,Tripolis; Libya; Northern Africa; Africa,Male,1889,Q6142414,9300
3493,3896,Larry Mcpherson,Majuro; Marshall Islands; Micronesia; Oceania,Male,1943,Q5794673,24100
3494,3898,John McVicker,Dodoma; Tanzania; Eastern Africa; Africa,Male,1820,Q231861,34400
3495,3899,Frederick Edward McWilliam,Washington; United States; Northern America; Americas,Male,1909,Q5423877,12400
3496,3900,John McWilliams,Noumea; New Caledonia; Melanesia; Oceania,Male,1941,Q3650634,17200
3497,3901,Roderick Mead,Belgrade; Serbia; Southern Europe; Europe,Male,1900,Q2117224,20900
3498,3902,Clement Meadmore,Tbilisi; Georgia; Western Asia; Asia,Male,1929,Q1100270,11600
3499,3904,Friedrich Meckseper,Dhaka; Bangladesh; Southern Asia; Asia,Male,1953,Q1461075,3100
3500,3905,Sol Mednick,Skopje; Macedonia; Southern Europe; Europe,Male,1916,Q267170,38600
3501,3906,Raul Meel,San Jose; Costa Rica; Central America; Americas,Male,1960,Q120540,17200
3502,3907,Howard Mehring,Majuro; Marshall Islands; Micronesia; Oceania,Male,1931,Q6965909,9300
3503,3908,Hans Meid,Amman; Jordan; Western Asia; Asia,Male,1883,Q380404,9000
3504,3909,Ludwig Meidner,Yerevan; Armenia; Western Asia; Asia,Male,1884,Q213727,11600
3505,3910,Richard Meier,Manama; Bahrain; Western Asia; Asia,Male,1934,Q159612,5400
3506,3911,Leo Meissner,Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,Male,1895,Q661520,9000
3507,3912,Aleksandr Danilovich Melamid,Manila; Philippines; South-Eastern Asia; Asia,Male,1945,Q372225,34400
3508,3913,F. M. Melchers,Kuwait City; Kuwait; Western Asia; Asia,Male,1848,Q6245074,12400
3509,3914,Mohamed Melehi,Djibouti; Djibouti; Eastern Africa; Africa,Male,1936,Q293314,38600
3510,3915,José Meléndez Contreras,Cairo; Egypt; Northern Africa; Africa,Male,1921,Q1288359,5400
3511,3916,Melendreras,Castries; Saint Lucia; Caribbean; Americas,female,2007,Q2978246,9300
3512,3917,Waldimiro Melgarejo Muñoz,Managua; Nicaragua; Central America; Americas,Male,1908,Q2581047,17200
3513,3918,Georges Méliès,Riyadh; Saudi Arabia; Western Asia; Asia,Male,1861,Q152272,9000
3514,3919,John Melin,Pyongyang; Korea North; Eastern Asia; Asia,Male,1921,Q720832,9000
3515,3920,Xavier Mellery,Port-au-Prince; Haiti; Caribbean; Americas,Male,1845,Q1041605,9300
3516,3921,Fausto Melotti,El-Aaiun; Western Sahara; Northern Africa; Africa,Male,1901,Q2357153,12400
3517,3922,Pierre Mendell,Santo Domingo; Dominican Republic; Caribbean; Americas,Male,1929,Q3335580,9300
3518,3923,Leopoldo Méndez,Suva; Fiji Islands; Melanesia; Oceania,Male,1902,Q711906,6500
3519,3924,Ana Mendieta,Basseterre; Saint Kitts And Nevis; Caribbean; Americas,Female,1948,Q463639,9300
3520,3925,Alessandro Mendini,Saipan; Northern Mariana Islands; Micronesia; Oceania,Male,1931,Q772733,9000
3521,3926,Antonio Mendoza,Moscow; Russia; Eastern Europe; Europe,Male,1941,Q6152343,20900
3522,3927,Edward Meneeley,San Salvador; El Salvador; Central America; Americas,Male,1927,Q5344433,9000
3523,3928,Leopoldo Menegatti,Skopje; Macedonia; Southern Europe; Europe,Male,1931,Q7052490,9300
3524,3929,Wendy Meng,Beijing; China; Eastern Asia; Asia,Female,1944,Q5660652,9000
3525,3930,Roberto Menghi,Dushanbe; Tajikistan; Central Asia; Asia,Male,1920,Q153920,22200
3526,3932,Carl (Carlo) Mense,Athens; Greece; Southern Europe; Europe,Male,1886,Q875306,25800
3527,3933,Jan Menses,Antananarivo; Madagascar; Eastern Africa; Africa,Male,1933,Q700336,11600
3528,3934,Mercer,Conakry; Guinea; Western Africa; Africa,female,1765,Q7804189,9300
3529,3935,Carlos Mérida,Havana; Cuba; Caribbean; Americas,Male,1891,Q1043100,9000
3530,3936,Richard Merkin,Yaren; Nauru; Micronesia; Oceania,Male,1938,Q151097,12400
3531,3937,Knud Merrild,Gibraltar; Gibraltar; Southern Europe; Europe,Male,1894,Q538986,9300
3532,3938,Hugh Merrill,Baku; Azerbaijan; Western Asia; Asia,Male,1949,Q4977994,24100
3533,3939,Roger Mertin,Mariehamn; Aland Islands; Northern Europe; Europe,Male,1942,Q781717,6500
3534,3940,Gerhard Merz,Amman; Jordan; Western Asia; Asia,Male,1947,Q1512152,34700
3535,3941,Mario Merz,Kigali; Rwanda; Eastern Africa; Africa,Male,1925,Q698877,9000
3536,3942,Felix Meseck,Libreville; Gabon; Middle Africa; Africa,Male,1883,Q6220240,9300
3537,3943,E.L.T. (Edouard Léon Théodore) Mesens,Gustavia; Saint-Barthelemy; Caribbean; Americas,Male,1903,Q7844947,45500
3538,3944,Bogdan-Kiar Mesko,San Juan; Puerto Rico; Caribbean; Americas,Male,1891,Q309618,25800
3539,3945,Jean Messagier,Manama; Bahrain; Western Asia; Asia,Male,1920,Q4889797,9000
3540,3946,Gary Metz,Hanoi; Vietnam; South-Eastern Asia; Asia,Male,1941,Q6389939,9300
3541,3947,Jean Metzinger,Praia; Cape Verde; Western Africa; Africa,Male,1883,Q313096,17200
3542,3948,Ray K. Metzker,Montevideo; Uruguay; South America; Americas,Male,1931,Q7297835,9300
3543,3949,Erno Metzner,Colombo; Sri Lanka; Southern Asia; Asia,Male,1873,Q1176368,22200
3544,3950,Sheila Metzner,Athens; Greece; Southern Europe; Europe,Female,1939,Q1888111,9300
3545,3951,George Meunier,Zagreb; Croatia (Hrvatska); Southern Europe; Europe,Male,1869,Q442192,22200
3546,3952,Henri Meunier,Dili; East Timor; South-Eastern Asia; Asia,Male,1873,Q2679383,3100
3547,3953,Tommy Mew,London; United Kingdom; Northern Europe; Europe,Male,1942,Q4026984,9000
3548,3954,Floris Meydam,New Delhi; India; Southern Asia; Asia,Male,1919,Q5168054,9000
3549,3955,Melissa Meyer,Kuwait City; Kuwait; Western Asia; Asia,Female,1947,Q271918,11600
3550,3956,Hans Meyer-Petersen,Papeete; French Polynesia; Polynesia; Oceania,Male,1937,Q5662727,9000
3551,3957,Joel Meyerowitz,Macao; Macau S.A.R.; Eastern Asia; Asia,Male,1938,Q322577,17200
3552,3959,Robert Meyers,Saint Helier; Jersey; Northern Europe; Europe,Male,1931,Q1399741,42800
3553,3960,Guillermo Meza,Bangui; Central African Republic; Middle Africa; Africa,Male,1917,Q1554035,9300
3554,3961,Lucjan Mianowski,Valletta; Malta; Southern Europe; Europe,Male,1933,Q516924,3100
3555,3962,Duane Michals,Luxembourg; Luxembourg; Western Europe; Europe,Male,1932,Q931923,38600
3556,3963,Henri Michaux,Taipei; Taiwan; Eastern Asia; Asia,Male,1899,Q160780,17200
3557,3964,Robert Michel,Prague; Czech Republic; Eastern Europe; Europe,Male,1897,Q2158256,39500
3558,3965,Midorikawa Yoichi,Zagreb; Croatia (Hrvatska); Southern Europe; Europe,Male,1915,Q4026984,11600
3559,3966,Mielatz,Athens; Greece; Southern Europe; Europe,Male,1864,Q500706,3100
3560,3967,Herbert Migdoll,Thimphu; Bhutan; Southern Asia; Asia,Male,2015,Q20054873,11600
3561,3968,Miguel,Bangkok; Thailand; South-Eastern Asia; Asia,Male,1836,Q5588,20900
3562,3969,James Miho,Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,Male,1933,Q75989,9300
3563,3970,Tomoko Miho,Rabat; Morocco; Northern Africa; Africa,Female,1931,Q7820159,9300
3564,3971,Fumiko Miki,Guatemala City; Guatemala; Central America; Americas,Female,1851,Q3379002,12400
3565,3972,Jun Miki,Phnom Penh; Cambodia; South-Eastern Asia; Asia,Male,1919,Q5361515,3100
3566,3973,Tomio Miki,Port-aux-Francais; French Southern Territories; Southern Africa; Africa,Male,1937,Q124992,25800
3567,3974,Josef Mikl,Brasilia; Brazil; South America; Americas,Male,1929,Q871021,20900
3568,3975,Eleanore Mikus,Manila; Philippines; South-Eastern Asia; Asia,Female,1927,Q5354442,5400
3569,3976,Stephen R. Milanowski,Port of Spain; Trinidad And Tobago; Caribbean; Americas,Male,1953,Q9028100,20900
3570,3978,M. A. Miles,Tbilisi; Georgia; Western Asia; Asia,Female,1796,Q7677109,9000
3571,3979,Gjon Mili,London; United Kingdom; Northern Europe; Europe,Male,1904,Q381227,11600
3572,3980,Raúl Milián,Conakry; Guinea; Western Africa; Africa,Male,1914,Q2447709,12400
3573,3981,Pedro Millar,Bangui; Central African Republic; Middle Africa; Africa,Male,1930,Q2837749,12400
3574,3982,Manolo Millares,Athens; Greece; Southern Europe; Europe,Male,1926,Q1394562,17200
3575,3983,Earl Miller,Moroni; Comoros; Eastern Africa; Africa,Male,1930,Q216570,6500
3576,3984,John Miller,Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,Male,1948,Q544750,12400
3577,3985,Kenneth Hayes Miller,Georgetown; Guyana; South America; Americas,Male,1876,Q3195174,9000
3578,3986,Melissa Miller,Belgrade; Serbia; Southern Europe; Europe,Female,1951,Q1246260,9300
3579,3987,Nachume Miller,Beirut; Lebanon; Western Asia; Asia,Male,1949,Q15516576,12400
3580,3988,P. A. Miller,Yaren; Nauru; Micronesia; Oceania,male,1879,Q1676900,9000
3581,3989,"William H. Miller, Jr.",Washington; United States; Northern America; Americas,Male,1943,Q156214,6500
3582,3990,Peter Caldwell Millett,Roseau; Dominica; Caribbean; Americas,Male,1949,Q284808,9300
3583,3991,Edward Millman,Bishkek; Kyrgyzstan; Central Asia; Asia,Male,1907,Q108301,5400
3584,3992,John Mills,Bamako; Mali; Western Africa; Africa,Male,1842,Q4799476,9300
3585,3993,Lev Mills,Noumea; New Caledonia; Melanesia; Oceania,Male,1940,Q678193,20900
3586,3994,David Brown Milne,Rabat; Morocco; Northern Africa; Africa,Male,1882,Q4348982,9300
3587,3995,Keith Milow,Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,Male,1945,Q443372,17200
3588,3996,Zwi Milshtein,Vaduz; Liechtenstein; Western Europe; Europe,Male,1934,Q709033,6500
3589,3997,Peter Milton,Stanley; Falkland Islands; South America; Americas,Male,1930,Q646159,22200
3590,3998,Marcello Minale,Beirut; Lebanon; Western Asia; Asia,Male,1938,Q5112716,12400
3591,3999,Keiko Minami,Singapur; Singapore; South-Eastern Asia; Asia,Female,1911,Q477429,20900
3592,4000,André Minaux,Phnom Penh; Cambodia; South-Eastern Asia; Asia,Male,1923,Q258630,43100
3593,4001,Stephen Mindel,Basseterre; Saint Kitts And Nevis; Caribbean; Americas,Male,1938,Q530367,25800
3594,4002,Vera Bocayuva Mindlin,Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,Female,1920,Q41148,25800
3595,4005,Roger Minick,Rabat; Morocco; Northern Africa; Africa,Male,1944,Q2649575,6500
3596,4006,Thomas Minkler,Torshavn; Faroe Islands; Northern Europe; Europe,Male,1933,Q2852013,24100
3597,4007,George Minne,George Town; Cayman Islands; Caribbean; Americas,Male,1867,Q978878,5400
3598,4008,Marilyn Minter,Muscat; Oman; Western Asia; Asia,Female,1948,Q3847976,38600
3599,4010,Marta Minujín,Caracas; Venezuela; South America; Americas,Male,1943,Q6774151,22200
3600,4011,Luciano Miori,Washington; United States; Northern America; Americas,Male,1922,Q1820823,3100
3601,4012,Jean Miotte,Belgrade; Serbia; Southern Europe; Europe,Male,1926,Q6115781,9300
3602,4013,Victor Mira,Porto-Novo; Benin; Western Africa; Africa,Male,1949,Q2173916,12400
3603,4014,Antoni Miralda,Rabat; Morocco; Northern Africa; Africa,Male,1942,Q18527008,22200
3604,4015,Mirko,Belgrade; Serbia; Southern Europe; Europe,Female,1882,Q1938259,3100
3605,4016,Joan Miró,Baku; Azerbaijan; Western Asia; Asia,Male,1893,Q152384,9000
3606,4020,Rodolfo (Rodolfo Mishaan Pinto) Mishaan,Jakarta; Indonesia; South-Eastern Asia; Asia,Male,1924,Q1167159,3100
3607,4021,Léonard Misonne,Tokyo; Japan; Eastern Asia; Asia,Male,1870,Q1902217,6500
3608,4022,Richard Misrach,San Jose; Costa Rica; Central America; Americas,Male,1949,Q7327841,17200
3609,4023,Mary Miss,Dushanbe; Tajikistan; Central Asia; Asia,Female,1944,Q16732679,20900
3610,4024,Misztrik De Monda,Addis Ababa; Ethiopia; Eastern Africa; Africa,Male,1957,Q458827,3100
3611,4025,Julio Mitchel,St. George's; Grenada; Caribbean; Americas,Male,1942,Q702625,9300
3612,4026,Joan Mitchell,Dili; East Timor; South-Eastern Asia; Asia,Female,1925,Q469934,6500
3613,4027,Allan Mitelman,Gustavia; Saint-Barthelemy; Caribbean; Americas,Male,1830,Q1422150,6500
3614,4028,Dmitrii Mitrokhin,Dakar; Senegal; Western Africa; Africa,Male,1883,Q1452504,24100
3615,4029,"Mitsubishi Electric Corp., Japan",Phnom Penh; Cambodia; South-Eastern Asia; Asia,female,1921,Q3496023,11600
3616,4030,Petr Miturich,Colombo; Sri Lanka; Southern Asia; Asia,Male,1887,Q167132,34400
3617,4032,Akira Miyoshi,Sucre; Bolivia; South America; Americas,Male,1919,Q11479178,9300
3618,4033,Jan Młodożeniec,Colombo; Sri Lanka; Southern Asia; Asia,Male,1929,Q6149526,20900
3619,4034,Jerry Moberg,Dushanbe; Tajikistan; Central Asia; Asia,Male,2017,Q1525125,9300
3620,4035,Evsa Model,Nassau; Bahamas The; Caribbean; Americas,Male,1900,Q701564,12400
3621,4036,Lisette Model,Lima; Peru; South America; Americas,Female,1901,Q79067,9000
3622,4037,Paula Modersohn-Becker,Kathmandu; Nepal; Southern Asia; Asia,Female,1876,Q234370,9300
3623,4038,Amedeo Modigliani,Tunis; Tunisia; Northern Africa; Africa,Male,1884,Q120993,9300
3624,4039,Tina Modotti,Bamako; Mali; Western Africa; Africa,Female,1896,Q466946,17200
3625,4040,Alfred Keane Moe,Dodoma; Tanzania; Eastern Africa; Africa,Male,1967,Q445065,17200
3626,4041,Siegfried Moeller,Macao; Macau S.A.R.; Eastern Asia; Asia,Male,1815,Q1717728,25800
3627,4042,Rudolf Moethe,Bogota; Colombia; South America; Americas,Male,1957,Q438806,25800
3628,4043,Curtis Moffat,Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,Male,1887,Q5195836,9300
3629,4044,Paul Mogensen,Lisbon; Portugal; Southern Europe; Europe,Male,1941,Q5461886,9000
3630,4045,Bill Moggridge,Managua; Nicaragua; Central America; Americas,Male,1943,Q6303491,9300
3631,4046,Jean Mohler,Santiago; Chile; South America; Americas,Male,1855,Q962442,22200
3632,4048,László Moholy-Nagy,Porto-Novo; Benin; Western Africa; Africa,Male,1895,Q160448,9300
3633,4049,Benjamín Molina,San Jose; Costa Rica; Central America; Americas,Male,1914,Q563515,17200
3634,4050,Guido Molinari,Algiers; Algeria; Northern Africa; Africa,Male,1933,Q320422,6500
3635,4051,Moline,Nicosia; Cyprus; Southern Europe; Europe,Male,1964,Q522568,9300
3636,4052,Eduardo Moll,Berlin; Germany; Western Europe; Europe,Male,1929,Q2403363,9300
3637,4054,Johannes Molzahn,Nuku'alofa; Tonga; Polynesia; Oceania,Male,1892,Q214778,34400
3638,4055,Sahlan Momo,Yerevan; Armenia; Western Asia; Asia,Male,1944,Q5649903,25800
3639,4056,Ana Maria Moncalvo,Madrid; Spain; Southern Europe; Europe,Female,1921,Q7176228,17200
3640,4057,Piet Mondrian,Baku; Azerbaijan; Western Asia; Asia,Male,1872,Q151803,9000
3641,4058,Claude Monet,Warsaw; Poland; Eastern Europe; Europe,Male,1840,Q296,6500
3642,4060,Jay Monroe,Astana; Kazakhstan; Central Asia; Asia,Male,1926,Q4970605,5400
3643,4061,Gustavo Monroy,Jamestown; Saint Helena; Western Africa; Africa,Male,1959,Q331020,12400
3644,4062,Rubén Ortiz-Torres,Vienna; Austria; Western Europe; Europe,Male,1964,Q436687,24100
3645,4063,Roberto Montenegro,Ashgabat; Turkmenistan; Central Asia; Asia,Male,1885,Q724692,22200
3646,4064,Jan Montyn,George Town; Cayman Islands; Caribbean; Americas,Male,1924,Q555137,11600
3647,4066,Robert Moon,Dushanbe; Tajikistan; Central Asia; Asia,Male,1941,Q450382,9000
3648,4067,John D. Mooney,Brazzaville; Congo; Middle Africa; Africa,Male,1941,Q188626,9000
3649,4068,Claire Moore,Paris; France; Western Europe; Europe,Female,1917,Q11427894,12400
3650,4069,David Moore,Helsinki; Finland; Northern Europe; Europe,Male,1918,Q15487727,11600
3651,4070,Frank Moore,Castries; Saint Lucia; Caribbean; Americas,Male,1953,Q5607518,17200
3652,4071,Henry Moore,Adamstown; Pitcairn Island; Polynesia; Oceania,Male,1898,Q151097,12400
3653,4072,Margaret Ann Moorman,Maputo; Mozambique; Eastern Africa; Africa,Female,1948,Q465777,24100
3654,4073,Max Oppenheimer (MOPP),Male; Maldives; Southern Asia; Asia,Male,1885,Q216480,17200
3655,4074,"Francisco (""Pancho"") Mora",Willemstad; Curaçao; Caribbean; Americas,Male,1922,Q481655,5400
3656,4075,Otto Morach,Riga; Latvia; Northern Europe; Europe,Male,1887,Q119369,9300
3657,4077,Jesús Morales Aguilar,Kabul; Afghanistan; Southern Asia; Asia,Male,1972,Q960481,9300
3658,4078,Armando Morales Sequeira,Brussels; Belgium; Western Europe; Europe,Male,1927,Q4669357,17200
3659,4079,Giorgio Morandi,San Juan; Puerto Rico; Caribbean; Americas,Male,1890,Q309618,9300
